hospital_clean,medical_condition,total_admissions,average_billing
snyder-may,Asthma,1,17530.36677388695
snyder-mcfarland,Diabetes,1,8485.849487944133
snyder-miller,Arthritis,2,5646.636391145286
snyder-parrish,Obesity,1,28329.824069378898
snyder-parsons,Asthma,1,19649.85972105256
snyder-perez,Diabetes,1,3305.105865557201
snyder-perry,Asthma,1,17862.692249893444
snyder-quinn,Arthritis,1,18289.65026237385
snyder-robinson,Diabetes,1,36215.3514643669
snyder-rodriguez,Hypertension,1,29048.711562248915
snyder-sexton,Obesity,1,3380.1152118235173
snyder-thomas,Arthritis,1,15514.477640140807
snyder-turner,Diabetes,1,43620.33244528316
snyder-waller,Obesity,1,44404.8568216109
snyder-white,Diabetes,1,46592.71848433031
"solis and johnson, trujillo",Hypertension,1,35875.38651764752
"solis and larsen stanley,",Asthma,1,14906.213994305866
solis and sons,Arthritis,1,10867.543885900568
"solis armstrong, garrison and",Diabetes,1,38212.93728218885
"solis fleming, maxwell and",Arthritis,1,23120.265443260247
solis llc,Arthritis,2,45768.74989780604
solis-berry,Obesity,1,33210.4496473306
solis-collins,Asthma,1,15894.276003229885
solis-colon,Asthma,1,29431.24440364452
solis-hoover,Diabetes,2,38402.371416670416
solis-myers,Hypertension,1,2477.1785908204565
solis-price,Diabetes,1,36170.0411391338
solis-rodriguez,Cancer,1,32279.448727930165
solis-smith,Hypertension,2,25727.11420231869
"solomon and ward, mitchell",Asthma,1,22283.719740953544
solomon group,Obesity,1,28943.15154944005
solomon inc,Arthritis,1,12082.306690328583
"solomon lee, and james",Arthritis,1,17496.613465528877
solomon ltd,Diabetes,2,8563.307588530854
"solomon mccarthy kelly, and",Asthma,1,43105.00265124265
solomon plc,Asthma,1,36632.31835451989
"solomon smith, moore and",Arthritis,1,38223.44711788784
"solomon, mejia and quinn",Arthritis,1,29448.05523795644
"solomon, smith and kaiser",Obesity,1,35320.66487736817
solomon-clark,Cancer,1,14479.221327248137
solomon-lewis,Cancer,1,16945.986285091905
solomon-maldonado,Diabetes,1,37935.54858441794
solomon-taylor,Obesity,1,12937.620132906051
solomon-williams,Diabetes,2,32245.64949843634
solomon-woods,Arthritis,2,42249.23490947329
sons acosta and,Diabetes,2,44240.36726104023
sons acosta and,Hypertension,1,41793.48329681632
sons adams and,Cancer,1,6624.735890351812
sons aguilar and,Arthritis,1,24655.840947436936
sons allen and,Cancer,1,15738.080113108505
sons allison and,Asthma,1,6186.133307383427
sons alvarado and,Hypertension,1,9412.217166533395
sons and acosta,Diabetes,1,11762.872276390304
sons and adams,Diabetes,1,30215.79320859676
sons and aguilar,Hypertension,1,7988.142976976778
sons and alexander,Arthritis,1,38376.63384055108
sons and allen,Asthma,3,29437.381467053343
sons and allen,Hypertension,2,6560.795123560109
sons and alvarez,Asthma,1,13916.398726854271
sons and anderson,Obesity,1,34061.25174009849
sons and arnold,Cancer,1,22000.55855273053
sons and arnold,Obesity,1,25888.210347494467
sons and avery,Hypertension,1,14963.703872601734
sons and bailey,Cancer,1,32861.83049561999
sons and bailey,Hypertension,1,52271.66374715383
sons and baker,Asthma,1,7098.624841564248
sons and baker,Hypertension,1,43584.33036045204
sons and barker,Asthma,1,33503.09583585139
sons and barnes,Arthritis,1,6939.774334337772
sons and barnes,Hypertension,1,42310.477239612
sons and barnes,Obesity,1,11679.356799990994
sons and barrera,Cancer,1,38105.352155132685
sons and barrett,Hypertension,2,33622.2390589128
sons and bates,Obesity,1,2494.9091286805296
sons and beck,Cancer,1,37813.9675774023
sons and becker,Asthma,1,18361.271456582363
sons and beltran,Arthritis,1,42966.69902741681
sons and bennett,Diabetes,1,14630.172538431783
sons and bennett,Obesity,1,4851.40973489833
sons and bernard,Obesity,1,17831.966908150345
sons and bolton,Diabetes,1,36786.05847554597
sons and booth,Asthma,1,24504.656256345
sons and bowen,Diabetes,1,4171.156220300734
sons and bowers,Diabetes,1,38357.569072357015
sons and bowman,Cancer,2,15483.385683732557
sons and boyd,Asthma,1,20817.95216848805
sons and boyd,Cancer,1,10282.55329028315
sons and boyer,Cancer,1,7876.490667375016
sons and bradford,Asthma,1,23143.533205445623
sons and bradford,Obesity,2,19238.80475816395
sons and brandt,Asthma,1,40937.71508636108
sons and brennan,Arthritis,1,18046.406001748303
sons and brooks,Diabetes,1,14509.249580307793
sons and brown,Arthritis,1,23615.337026022666
sons and brown,Cancer,9,29256.518414964292
sons and brown,Diabetes,1,33346.65275829604
sons and brown,Hypertension,2,26303.60107553574
sons and bryan,Diabetes,1,43980.33585918075
sons and bryant,Arthritis,1,7000.191756030421
sons and butler,Arthritis,1,38979.67895617152
sons and butler,Obesity,2,24536.058512083408
sons and cain,Asthma,1,3100.417891881938
sons and campbell,Diabetes,1,8528.333110773478
sons and cannon,Arthritis,1,45307.62707961042
sons and cantrell,Cancer,1,14949.437964494276
sons and cantu,Asthma,1,20164.71377574449
sons and carrillo,Asthma,1,38726.60951119246
sons and carroll,Arthritis,1,22886.97982474208
sons and carter,Hypertension,1,35219.79228779234
sons and casey,Diabetes,1,2736.1174255974265
sons and castro,Diabetes,1,49553.22926963981
sons and chapman,Cancer,1,38365.87278022852
sons and chapman,Diabetes,1,41518.260237635695
sons and chapman,Obesity,1,5990.568518864657
sons and choi,Obesity,2,27655.40179681095
sons and christian,Diabetes,1,33509.09612680666
sons and clark,Asthma,1,3616.324338642717
sons and clark,Hypertension,1,1464.6915057586891
sons and clay,Obesity,1,35905.74447116232
sons and clements,Cancer,1,9725.265782458786
sons and cochran,Hypertension,1,18034.75063741203
sons and coffey,Obesity,1,21715.257374592496
sons and cole,Obesity,1,28376.55993699168
sons and compton,Hypertension,2,17576.04453148301
sons and compton,Obesity,1,32107.264015987224
sons and conley,Obesity,1,37394.48937787728
sons and contreras,Hypertension,1,8201.64268185407
sons and cook,Cancer,1,32122.526526660367
sons and cook,Hypertension,2,34005.54699852366
sons and cooper,Cancer,2,29210.1392521846
sons and cortez,Asthma,1,44595.97086376193
sons and cox,Asthma,1,45453.41854566515
sons and cox,Hypertension,1,27970.313173081653
sons and cruz,Cancer,1,24596.78225523664
sons and cummings,Hypertension,1,20544.707329577217
sons and curtis,Hypertension,1,21063.44117792016
sons and daniels,Arthritis,1,44173.29136511851
sons and davis,Diabetes,2,15415.388076327
sons and davis,Obesity,1,30924.485729864675
sons and dawson,Asthma,1,48038.21696757717
sons and delgado,Arthritis,1,3360.1279527530214
sons and diaz,Arthritis,2,30952.678594072477
sons and diaz,Obesity,1,4151.870858978743
sons and dixon,Asthma,1,1633.4056728303217
sons and dominguez,Asthma,1,18465.92035265233
sons and drake,Cancer,1,43886.59599300056
sons and duncan,Obesity,1,33056.34138078324
sons and dunn,Hypertension,1,28625.233060864062
sons and edwards,Asthma,1,6846.402474378428
sons and edwards,Hypertension,1,40286.17822122336
sons and evans,Hypertension,1,-155.0820201519948
sons and evans,Obesity,1,33573.75683597008
sons and farley,Diabetes,1,2926.989870847655
sons and fernandez,Cancer,3,32306.31829600361
sons and fernandez,Diabetes,1,24718.53947629612
sons and fields,Arthritis,1,18540.92213741163
sons and fisher,Asthma,1,47390.43258389418
sons and flores,Cancer,1,49150.18827300522
sons and flores,Obesity,2,17715.582288245438
sons and flowers,Diabetes,1,48029.18281872137
sons and foley,Diabetes,1,4181.061794849329
sons and ford,Arthritis,2,46926.68918830696
sons and francis,Arthritis,1,13973.36157015958
sons and francis,Asthma,1,26775.57972248386
sons and franco,Obesity,1,37034.26297512331
sons and frank,Diabetes,1,13767.80362364971
sons and frost,Cancer,2,7726.555216753246
sons and frye,Asthma,1,26970.286711707864
sons and fuller,Asthma,1,42394.271585062845
sons and gallegos,Hypertension,1,36107.40314003419
sons and garcia,Asthma,2,45045.72440982129
sons and garcia,Hypertension,1,11627.344978452064
sons and garcia,Obesity,1,14559.333990408477
sons and gardner,Cancer,1,20367.227049771656
sons and garza,Hypertension,1,5312.010307418155
sons and gates,Hypertension,1,21979.29275851369
sons and gentry,Cancer,1,15135.262954840866
sons and gentry,Diabetes,1,34884.182249699326
sons and gibbs,Asthma,1,39764.102356373725
sons and gibbs,Hypertension,1,37538.71135403001
sons and gibson,Cancer,1,18521.45265485368
sons and gibson,Obesity,1,13129.138561166175
sons and gomez,Asthma,2,18734.42135780321
sons and gonzales,Arthritis,1,13105.171476656053
sons and gonzales,Hypertension,1,3979.575214358765
sons and gonzalez,Arthritis,1,40880.23899055766
sons and gonzalez,Diabetes,1,39525.433766024624
sons and gonzalez,Hypertension,1,39561.67632193691
sons and good,Cancer,1,17616.100835637895
sons and goodwin,Hypertension,1,46217.75404876151
sons and gould,Cancer,1,27899.037617522048
sons and gray,Asthma,1,33348.12318724353
sons and gray,Diabetes,1,16165.15940558388
sons and green,Arthritis,1,47355.68129988253
sons and guerrero,Arthritis,1,21776.211902696097
sons and guzman,Arthritis,2,26149.817583399767
sons and hall,Arthritis,1,32208.61660960303
sons and hall,Diabetes,1,37258.05280064044
sons and hall,Hypertension,1,4299.307201613704
sons and hamilton,Asthma,1,24943.20793801894
sons and hamilton,Diabetes,1,34458.560778612424
sons and hammond,Hypertension,1,19623.977351501104
sons and harding,Asthma,1,14892.466226547118
sons and harris,Obesity,1,-211.7238454142609
sons and hart,Hypertension,1,47614.76197421762
sons and hawkins,Obesity,2,40512.61883392091
sons and heath,Cancer,2,40052.41320806875
sons and hensley,Hypertension,1,15068.114085442065
sons and hernandez,Cancer,2,5699.873665669172
sons and hernandez,Diabetes,1,28030.40088617412
sons and hernandez,Obesity,2,47880.41714896731
sons and hicks,Hypertension,1,46802.82041059938
sons and hicks,Obesity,1,45526.95556346198
sons and hill,Obesity,3,27669.538349829647
sons and hoffman,Obesity,1,28589.720152864145
sons and holland,Obesity,1,36994.36391629532
sons and holmes,Cancer,2,11929.288032393786
sons and holmes,Obesity,1,36072.57721614662
sons and holt,Diabetes,1,14242.884412539552
sons and hood,Obesity,1,10677.13989513385
sons and hooper,Asthma,1,45545.81878011768
sons and hopkins,Diabetes,1,32885.721458701635
sons and horton,Diabetes,1,41291.81636427154
sons and house,Obesity,1,42941.76513106324
sons and howard,Cancer,1,41684.01281139033
sons and howe,Diabetes,1,1585.5892364688716
sons and howe,Obesity,1,13643.924761292688
sons and hubbard,Diabetes,1,11919.060330624196
sons and huber,Cancer,1,36507.87763090788
sons and hudson,Arthritis,2,40251.438950365
sons and huff,Obesity,1,11455.735555120293
sons and hunt,Asthma,1,36137.02707948647
sons and hunter,Asthma,1,25728.321807371594
sons and jackson,Arthritis,4,8570.873156892796
sons and jackson,Cancer,1,47423.2522586678
sons and jackson,Obesity,1,37592.75361188516
sons and johnson,Arthritis,3,36484.28217800326
sons and johnson,Cancer,4,30503.95812625209
sons and johnson,Diabetes,4,10437.421547636777
sons and johnson,Obesity,2,23305.898728893728
sons and johnston,Cancer,2,9188.403444206013
sons and jones,Arthritis,1,43432.43237050563
sons and jones,Asthma,3,11096.32614847568
sons and jones,Diabetes,1,3378.41171080358
sons and jordan,Cancer,1,14174.761442876148
sons and keller,Asthma,1,44467.02584961728
sons and keller,Cancer,1,21223.343888775853
sons and kelly,Hypertension,1,29749.78853940295
sons and kennedy,Asthma,1,32735.09224567648
sons and kennedy,Cancer,1,10340.203994879275
sons and king,Arthritis,1,32540.333795081435
sons and kirby,Arthritis,1,1596.8301121154077
sons and kirby,Obesity,1,28001.79271073881
sons and klein,Arthritis,1,3258.3938069821647
sons and knapp,Arthritis,1,6867.765298907902
sons and knight,Hypertension,1,25058.07087656428
sons and koch,Asthma,1,32082.853972724497
sons and kramer,Diabetes,1,10574.29728832557
sons and kramer,Hypertension,1,12472.39220596465
sons and kramer,Obesity,1,32430.2363090787
sons and lamb,Cancer,1,19879.862382196294
sons and landry,Obesity,1,12781.778348346012
sons and lane,Cancer,1,37116.39109478668
sons and larsen,Obesity,1,43916.83661513621
sons and le,Obesity,1,29836.13211024208
sons and lee,Arthritis,1,45881.81562538176
sons and lee,Diabetes,2,29469.675863570643
sons and lester,Cancer,1,17462.11983883001
sons and levy,Asthma,1,19419.61042424158
sons and lewis,Hypertension,1,15157.877025097485
sons and li,Hypertension,1,34014.67648029716
sons and lloyd,Diabetes,1,41148.67810268024
sons and lopez,Arthritis,2,18048.79593760193
sons and lopez,Asthma,1,37803.430088961424
sons and lopez,Diabetes,1,23460.3591793732
sons and lopez,Hypertension,1,29312.439766225187
sons and lowe,Hypertension,1,41551.12950618955
sons and lozano,Hypertension,1,7555.772964808847
sons and lucas,Diabetes,1,13656.448154988446
sons and lucero,Diabetes,1,13678.167229189148
sons and lynch,Diabetes,1,4050.5781675678304
sons and macias,Cancer,2,6437.144690145914
sons and madden,Asthma,1,8997.03238555355
sons and malone,Diabetes,1,44217.62601198834
sons and marks,Cancer,1,26200.99744653256
sons and marshall,Diabetes,3,12033.782236437015
sons and martinez,Arthritis,1,5761.615053482588
sons and martinez,Diabetes,2,28434.777270652146
sons and martinez,Obesity,1,18134.338449576306
sons and mcclain,Hypertension,1,19507.31958892876
sons and mccormick,Arthritis,1,44450.54011707288
sons and mccormick,Cancer,1,17903.35297073981
sons and mccullough,Obesity,1,1504.908619737278
sons and medina,Asthma,1,6983.955342142205
sons and medina,Cancer,1,38231.22230209906
sons and mendez,Cancer,1,13304.423390811777
sons and meyer,Obesity,1,18703.11180771662
sons and miles,Asthma,2,22928.96303431692
sons and miller,Arthritis,3,19622.13480077617
sons and miller,Cancer,2,18205.62165456214
sons and miller,Diabetes,1,31055.693956368603
sons and miller,Hypertension,1,17111.592431037552
sons and mitchell,Diabetes,1,30897.43383073344
sons and molina,Diabetes,1,29488.37270425644
sons and montgomery,Arthritis,1,49958.53825108729
sons and moore,Cancer,1,36638.03767328912
sons and moore,Diabetes,1,12586.422175762063
sons and moore,Hypertension,1,20827.091555426887
sons and morales,Hypertension,1,9253.393495663882
sons and morris,Asthma,1,6546.645681455891
sons and morton,Cancer,2,49538.312736406464
sons and morton,Diabetes,1,6216.406228485148
sons and murillo,Cancer,1,13355.070750890458
sons and murphy,Diabetes,1,47067.68285208116
sons and murphy,Hypertension,2,26151.530937132946
sons and murray,Diabetes,1,29766.66983522063
sons and myers,Diabetes,1,28821.407254644026
sons and nelson,Asthma,1,14823.752062326364
sons and nelson,Cancer,1,29982.514913074938
sons and nelson,Diabetes,1,27910.96205402413
sons and newton,Diabetes,1,6529.068149951611
sons and nguyen,Asthma,1,34770.03841575718
sons and noble,Cancer,1,24333.344020043387
sons and odonnell,Asthma,1,24515.19034069636
sons and oliver,Arthritis,1,12468.65010649672
sons and olson,Arthritis,2,27100.222471486784
sons and ortega,Obesity,2,11745.661816599291
sons and owens,Asthma,2,50929.60080544264
sons and padilla,Asthma,1,11754.24897880576
sons and palmer,Asthma,1,41703.8651081692
sons and palmer,Cancer,1,23067.97903623129
sons and patton,Arthritis,1,24490.01876591004
sons and perez,Asthma,2,43125.15936105239
sons and perry,Hypertension,1,12618.683453587637
sons and peterson,Arthritis,1,30902.60897960388
sons and peterson,Diabetes,1,2987.034988069232
sons and phillips,Asthma,1,47061.92670802541
sons and phillips,Cancer,1,13222.37604201431
sons and poole,Hypertension,1,17481.3976363229
sons and porter,Asthma,1,20800.78613265573
sons and potter,Arthritis,1,33304.38046588374
sons and potter,Obesity,1,36572.47838071371
sons and powell,Hypertension,1,43013.506084869805
sons and price,Cancer,1,19636.472104149885
sons and prince,Cancer,2,45057.76868041053
sons and prince,Obesity,1,16077.10557679531
sons and ramirez,Arthritis,1,34072.52448595483
sons and ramos,Cancer,1,1106.4776818015855
sons and ramos,Obesity,1,11439.83009905566
sons and rasmussen,Hypertension,1,8349.585889036129
sons and reed,Cancer,1,37751.8036422466
sons and reynolds,Arthritis,1,7878.185227263111
sons and rice,Asthma,1,43350.74623386081
sons and richards,Arthritis,2,27977.479454308763
sons and richardson,Hypertension,1,24938.4024237938
sons and riley,Hypertension,1,36401.0166397944
sons and rios,Hypertension,1,34337.62636087717
sons and rivera,Obesity,2,22697.26115615567
sons and roberts,Hypertension,1,37249.77670326949
sons and robinson,Hypertension,1,9346.288519263551
sons and robles,Cancer,1,29015.708067913616
sons and rodriguez,Cancer,1,31492.374897678943
sons and rodriguez,Hypertension,1,48117.35192694108
sons and rodriguez,Obesity,1,26995.288790869665
sons and rogers,Diabetes,1,23254.68105061564
sons and rojas,Hypertension,1,37644.33027986892
sons and rollins,Arthritis,1,22494.85706509313
sons and romero,Arthritis,1,15439.019171135402
sons and rose,Hypertension,2,47407.749780768754
sons and rose,Obesity,1,34592.32085820822
sons and roth,Diabetes,1,22282.585626520315
sons and rowe,Obesity,1,35494.409731980966
sons and rubio,Asthma,1,16644.775863082214
sons and rush,Cancer,1,32563.77738597328
sons and russell,Asthma,1,19574.14164338145
sons and ryan,Diabetes,1,15401.390814623215
sons and ryan,Hypertension,1,36305.56756071667
sons and salinas,Hypertension,1,19463.54184746849
sons and sanchez,Asthma,2,14235.477434696597
sons and sanchez,Diabetes,1,22561.88366982416
sons and sanchez,Obesity,1,49954.57474657053
sons and sanders,Asthma,1,27319.44836399561
sons and sanford,Obesity,1,38432.80378287139
